問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"N17699189","その他","全国","【米軍案件】FILTER、RADIO FREQUE","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4OQ=="
"N17699187","その他","全国","【米軍案件】ELECTRONIC COMPONEN","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4Nw=="
"N17699185","その他","全国","【米軍案件】TOOL KIT、FIBER OPTI","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4NQ=="
"N17699184","その他","全国","【米軍案件】RADIO SET","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4NA=="
"N17699183","その他","全国","【米軍案件】CONTROL、I/O PLATE","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4Mw=="
"N17699182","その他","全国","【米軍案件】POWER SUPPLY ASSEMB","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4Mg=="
"N17699180","その他","全国","【米軍案件】TRANSDUCER、MOTIONAL","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE4MA=="
"N17699179","その他","全国","【米軍案件】DEOL ASSY ATH SHORT","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3OQ=="
"N17699177","その他","全国","【米軍案件】CYLINDER AND PISTON","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3Nw=="
"N17699176","その他","全国","【米軍案件】PURGE MODE VALVE、AI","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3Ng=="
"N17699174","その他","全国","【米軍案件】TEMP CONTROL VALVE、","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3NA=="
"N17699173","その他","全国","【米軍案件】COVER、ACCESS、AIRCRA","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3Mw=="
"N17699172","その他","全国","【米軍案件】COVER、ACCESS、AIRCRA","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3Mg=="
"N17699171","その他","全国","【米軍案件】COVER、ACCESS、AIRCRA","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE3MQ=="
"N17699169","その他","全国","【米軍案件】COVER、ACCESS","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2OQ=="
"N17699167","その他","全国","【米軍案件】DOOR、ACCESS、AIRCRAF","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2Nw=="
"N17699166","その他","全国","【米軍案件】COVER、ACCESS","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2Ng=="
"N17699165","その他","全国","【米軍案件】COMPUTER、DIGITAL","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2NQ=="
"N17699164","その他","全国","【米軍案件】OIL PUMP ASSEMBLY、A","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2NA=="
"N17699163","その他","全国","【米軍案件】REEL、SHOULDER HARNE","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2Mw=="
"N17699162","その他","全国","【米軍案件】OVERHEAD PROJECTOR、","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2Mg=="
"N17699160","その他","全国","【米軍案件】CONDUIT ASSEMBLY","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE2MA=="
"N17699159","その他","全国","【米軍案件】STAB TRIM ACTUATOR","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE1OQ=="
"N17699158","その他","全国","【米軍案件】ACTUATOR、ELECTRO-ME","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE1OA=="
"N17699156","その他","全国","【米軍案件】AC POWER CONVERTER、","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE1Ng=="
"N17699155","その他","全国","【米軍案件】PROCESSOR、VIDEO SIG","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE1NQ=="
"N17699150","その他","全国","【米軍案件】RESEARCH AND EDUCATION SUPPORT SERVICES","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE1MA=="
"N17699149","その他","全国","【米軍案件】FMS REPAIR SOLICITATION FOR NSN 7R6110001653835、 PN 20B100-12A","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE0OQ=="
"N17699148","その他","全国","【米軍案件】repair of ENGINE AIRCRAFT、 TOURBO SHAFT","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE0OA=="
"N17699147","その他","全国","【米軍案件】Temporary Freezer and Chill Box","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE0Nw=="
"N17699146","その他","全国","【米軍案件】Habitability Upgrade for DDG 121","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE0Ng=="
"N17699036","愛媛県市町村/今治市","愛媛県","今水工配施第22号 今水工給水第22号 ブロック内幹線（No.17）整備工事【今治市】","空調・換気・給排水・衛生機器及び工事,水処理関連施設及び工事","指名","","2023-12-08","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTAzNg=="
"N17698969","秋田県","秋田県","231214935000 本庁・ＯＡクリーナーほか","文房具事務用品・図書,家具・寝具・什器・備品等","競争・公募","","2023-12-08","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODk2OQ=="
"N17698820","秋田県","秋田県","231114871400 本庁・ＯＡタップ","事務機器及び業務,電気・電源設備及び工事","競争・公募","","2023-12-08","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODgyMA=="
"N17698601","山口県市町村/下関市","山口県","反射ストラップ付COBライトの購入【下関市】","電気・電源設備及び工事","競争・公募","","2023-12-08","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODYwMQ=="
"N17698574","防衛装備庁","東京都","複合空中線ＡＮ／ＯＥ－５３８","通信機器・システム及び業務","競争・公募","A,B,C","2023-12-08","2024-02-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODU3NA=="
"N17698461","独立行政法人農業・食品産業技術総合研究機構","茨城県","マメ科作物BioNano解析業務","調査・研究業務","競争・公募","","2023-12-08","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODQ2MQ=="
"N17698450","独立行政法人農業・食品産業技術総合研究機構","茨城県","WAGRIイチゴ収量予測API・作物の産地全体出荷量予測API OS移行およびアプリケーションバージョンアップ業務","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-08","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODQ1MA=="
"N17698448","京都府","京都府","軽貨物自動車（１ＢＯＸ・４ＷＤ）　４台","各種車両・船舶・航空機","競争・公募","","2023-12-08","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODQ0OA=="
"N17698392","日本赤十字社/秋田赤十字病院","秋田県","手術用顕微鏡 TIVATO700","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B","2023-12-08","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODM5Mg=="
"N17698391","日本赤十字社/秋田赤十字病院","秋田県","デジタイザ Array AOC7","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C","2023-12-08","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODM5MQ=="
"N17698361","独立行政法人労働者健康安全機構/岡山労災病院","岡山県","院外滅菌（ＥＯＧ滅菌）業務－","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C,D","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODM2MQ=="
"N17698246","独立行政法人物質・材料研究機構","茨城県","高速ＦＰＧＡベース再構成可能なＩ／Ｏインタ","通信機器・システム及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODI0Ng=="
"N17698210","防衛省/統合幕僚監部","東京都","部外委託教育の受講 （CompTIA Security+)","その他の業務委託","競争・公募","A,B,C,D","2023-12-08","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODIxMA=="
"N17698163","防衛省/海上自衛隊/航空補給処","千葉県","（輸入）航空機部品（部隊整備及び定期修理用）ＭＯＴＯＲ","工作・産業・農業・建設用機械器具類,各種車両・船舶・航空機","競争・公募","A,B,C,D","2023-12-08","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODE2Mw=="
"N17698145","熊本県","熊本県","【水俣高校】OAチェア","家具・寝具・什器・備品等","競争・公募","","2023-12-08","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODE0NQ=="
"N17698003","国土交通省/東北地方整備局","宮城県","【東北地整　本局】ソフトウェアライセンス（Adobe　Illustrator ライセンス）購入（その２）","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5ODAwMw=="
"N17697903","防衛省/陸上自衛隊/上富良野駐屯地","北海道","ＯＤ色シート〔＃３０００〕ほか２５６件","衣料・繊維製品,文房具事務用品・図書,家具・寝具・什器・備品等,家電・カメラ・映像関連の機器・用品及び業務,工作・産業・農業・建設用機械器具類,薬品・防疫剤等,各種車両・船舶・航空機,鉄鋼・非鉄・鋳鉄製品、コンクリート・セメント,燃料・ガス・油脂及び工事,警察・消防・防災関連の機器・システム及び業務,デザイン・印刷・広告,電気・電源設備及び工事,空調・換気・給排水・衛生機器及び工事,建築資材・プレハブ,塗装・防水用品及び工事,その他の物品","競争・公募","A,B,C,D","2023-12-08","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzkwMw=="
"N17697831","宮崎県市町村/都城市","宮崎県","No.246・空き家（都原町）売買1、000万円【都城市】","土地・不動産","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzgzMQ=="
"N17697830","宮崎県市町村/都城市","宮崎県","No.249・農地付き空き家（下水流町）売買200万円【都城市】","土地・不動産","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzgzMA=="
"N17697829","宮崎県市町村/都城市","宮崎県","No.247・空き家（菓子野町）売買500万円【都城市】","土地・不動産","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzgyOQ=="
"N17697786","独立行政法人科学技術振興機構","東京都","日本科学未来館 Adobe Creative Cloud ライセンス更新　一式 (未来-2023-33)","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-08","2024-01-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5Nzc4Ng=="
"N17697755","国立大学法人/九州大学","福岡県","九州大学病院ＡＲＯ次世代医療センターにおける治験事務局運営事業","医療用機器・システム、医療・介護用品及び業務,その他の業務委託","競争・公募","A,B,C,D","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5Nzc1NQ=="
"N17697753","国立大学法人/九州大学","福岡県","独国ユラボ社製　高性能温度制御システム　PRESTO A80","工作・産業・農業・建設用機械器具類,理化学機械器具類","競争・公募","A,B,C,D","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5Nzc1Mw=="
"N17697625","独立行政法人理化学研究所/神戸事業所","兵庫県","小動物実験用PET装置microPETFocus220スポットケア","理化学機械器具類","競争・公募","A,B,C,D","2023-12-08","2023-12-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzYyNQ=="
"N17697610","独立行政法人理化学研究所","埼玉県","CMOS カメラ","家電・カメラ・映像関連の機器・用品及び業務","競争・公募","A,B,C,D","2023-12-08","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzYxMA=="
"N17697466","独立行政法人産業技術総合研究所/つくばセンター","茨城県","CO2分離回収技術に関する動向調査","調査・研究業務","競争・公募","","2023-12-08","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzQ2Ng=="
"N17697408","大阪市","大阪府","最高情報セキュリティ責任者（CISO）補佐業務委託（長期継続）【大阪市】","情報処理機器・ソフト及び業務,調査・研究業務","競争・公募","","2023-12-08","2024-02-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5NzQwOA=="
